PC1,PC2
-1323.8683829652398,-8.331694754597859
-1259.861068852443,-8.584156003576833
-1323.8683829652398,-8.331694754597859
-1321.1826719474477,-7.384927837723193
-696.3124166607716,-11.611358519797719
-1169.3292482796298,6.6325096736134
-1323.8683829652398,-8.331694754597859
-1323.8683829652398,-8.331694754597859
-1286.8559048085465,-8.056225324043359
-585.9704248045024,-20.763983750617367
-928.9048225769005,-14.057322806600748
-915.9030663180185,-1.321410866261573
-1043.3047092400934,-7.823046560021969
-1225.7893577844914,-5.2534999928113155
-1255.861833895983,-8.662367956100312
397.5568058175627,-18.015186531162698
-1323.8683829652398,-8.331694754597859
-988.7311391436249,-2.8948553998766515
-1291.8549485041212,-7.958460383389013
1657.0996206446148,-47.643940866303794
-1187.5908836659494,-4.002030459366517
-1323.8488295287236,-7.3328329749574515
-1218.849356728257,-8.386945759994852
-1308.8516970690753,-7.626059585164232
-1323.8683829652398,-8.331694754597859
-1167.820004198758,-7.386426693119196
-123.36908836701173,3.164108918787228
-1247.8242573092782,-6.821077488315351
-1260.8217704305578,-6.566863723184814
265.5048096789542,9.090165112250778
-1288.8555222867762,-8.01711934778162
-1245.8441928763389,-7.859025569115145
-1114.2715762601692,-5.43592149930539
-1140.0608622571083,-2.933103736066375
-943.1869613299131,-2.7863155403257016
762.9726844121574,1.8180646330183183
-935.8057166077544,-8.926144307002739
-1007.8114990015126,-8.517177638667834
-1260.7631103582794,-3.570290376368769
-841.8041413988317,-9.765248111272365
2769.6421099053864,-42.42203688243575
-1301.833482266776,-6.764058233786458
-1013.4872889947362,-0.41221741222248376
-1289.8553307379236,-7.997550626670414
-1235.826551952684,-7.055688426456549
-701.3267709822451,0.4776529673517391
-1101.2567231599248,0.3050023679504914
-1243.8445760477289,-7.8981647712823815
-522.9926814642679,-14.001663085513215
-1323.8683829652398,-8.331694754597859
-1323.8683829652398,-8.331694754597859
-1058.5373427207219,-2.5289264450687483
-1294.854374721466,-7.899801418996404
-1163.8403228803916,-8.463511438369316
-1188.169002076808,-7.987715514638485
-1323.8683829652398,-8.331694754597859
-1323.8683829652398,-8.331694754597859
-148.53979808052395,10.563441883189979
-1219.829612126845,-7.36853623655046
-925.9255268841663,0.8730787934471085
-1154.8029370193626,-6.6417464171227065
-923.008165218665,-9.176447470068481
509.83688563076,10.562807003054798
-617.2493121980976,-9.160580303583458
-1323.8683829652398,-8.331694754597859
-437.292451963654,4.383328933732031
5672.584254645611,-52.22961651009279
-1323.8683829652398,-8.331694754597859
-421.70848995658434,-8.987742447850003
-1323.8683829652398,-8.331694754597859
-1323.8683829652398,-8.331694754597859
-1126.1568389730342,6.787432276812206
-1280.8570523738567,-8.173543252828576
-897.1464449770543,-9.682174822465878
-1188.855094746787,-8.973545892574702
-735.3542714666542,-4.8523509317747395
1793.429550843297,-23.79238118634985
-1247.8633636950958,-8.81877612816693
-1323.8683829652398,-8.331694754597859
-1323.8683829652398,-8.331694754597859
-1115.790842825927,-6.405454920533936
-1053.8613612417853,-10.61432177762133
-1284.2781687539461,-4.109635503040369
-948.7250164489749,-4.676507467205801
-1323.8683829652398,-8.331694754597859
-1323.8683829652398,-8.331694754597859
-1173.779750251411,-5.2714100882911366
-1185.855668529442,-9.03220485696731
-986.3156111969713,-8.937570634501819
-703.6016740286466,-2.475589934266753
-1118.748551356554,3.6448352815821607
-1323.8683829652398,-8.331694754597859
-1271.8587737218222,-8.3495201460064
-674.5079413938357,-9.041123776477647
-398.20363860333043,-0.4542293276625262
-1290.8551397650062,-7.978013371519882
242.42977540656216,-33.96707224944194
-1218.8298032437463,-7.388081358191161
-1273.7410706230603,-2.3172444975850643
-679.4982899297717,-5.944714065939362
1329.9173545091503,-20.261197965153073
-655.5570072055162,1.4049201156557825
-908.8499872930745,-11.45178674164315
806.9981142579136,-12.03309811858135
-983.3952597300757,3.995497090057116
-1296.8539930854051,-7.860738735061692
-1108.7335217817483,-3.545762982105458
-1161.6842780612849,-0.5117297417934186
-1209.8706319039643,-9.561804107915746
4160.225611810068,21.313914248271864
-1070.8581098067393,-10.28192097939655
-1323.809722655691,-5.335109415676641
-1323.8683829652398,-8.331694754597859
-864.9476849528598,8.673757114103617
-184.66625944787415,-0.6333498668936155
-1005.8807490313247,-3.558708642555084
-177.36322808854925,-10.768605617162613
-746.7832044114205,-9.625063354140904
-1228.7496771767985,-3.1971200913011817
-1022.3282796305707,-9.232547062314513
-1080.8170904208455,-8.088672783133612
-1188.3356368447241,-7.984455362672847
-806.3406919978094,-3.464091724416825
-1282.837116223592,-7.135565008272977
-1030.8288677644086,-4.070090257734946
-1323.8683829652398,-8.331694754597859
-85.61546548815045,-24.553830621432173
-1098.2688566299253,-3.7504018509893955
1011.9575359055079,-0.053525123947972375
-1310.8317620260716,-6.588137303766304
-1101.891288072281,-11.6735281282542
-1088.7475538547576,4.0573548058229445
-1323.8683829652398,-8.331694754597859
693.0102480201792,-42.778925572733115
-762.8416538299118,11.673121278595746
-1165.6341984224366,-6.429927624016623
-1020.10336666846,-6.278307157774371
-1298.8340560494312,-6.822717198179067
-1281.8568616001864,-8.15401518412694
-216.70603946851975,-12.996923074435518
-1323.8683829652398,-8.331694754597859
-1051.2640721836865,-5.668893834718678
-960.7422743951544,-5.440714302794231
